0,1,2,3,4,5
0,1469221741,Tue Apr 07 05:39:40 PDT 2009,NO_QUERY,vixin_yo,there is a green hair on my screen and i cba to move it 
0,1469260343,Tue Apr 07 05:47:55 PDT 2009,NO_QUERY,gauneyKAY,"@Jessica___xx i can't smile,i dunno how to atm  iloveyou xoxo"
0,1469280314,Tue Apr 07 05:52:06 PDT 2009,NO_QUERY,figgybean,@ferasinatra @DonnieWsboo09 sigh i just went on donnie's page and saw the sad truth....sorry for the misleading info 
0,1469293580,Tue Apr 07 05:54:53 PDT 2009,NO_QUERY,Esquisite,is sooooooooo tired 
0,1469421786,Tue Apr 07 06:19:58 PDT 2009,NO_QUERY,ChrisHockin,"April 7th, still snow on the ground "
0,1469470861,Tue Apr 07 06:29:00 PDT 2009,NO_QUERY,changdice,@presssquare DDDDD: poor you 
0,1469502626,Tue Apr 07 06:34:40 PDT 2009,NO_QUERY,gagneet,ppl at the consulate think that they can run the world and they have all the work to do and ppl and their work is of no value 
0,1469503054,Tue Apr 07 06:34:44 PDT 2009,NO_QUERY,tomkhagai,dear ipod: pls to be coming back to me nao. WHERE ARE YOU? i can't find youuuuu.  don't be lost!
0,1469529803,Tue Apr 07 06:39:33 PDT 2009,NO_QUERY,DJMES,"@CHANLOO Yep, only in Ottawa... LMAO... It's BULLSHIT!!! "
0,1469533314,Tue Apr 07 06:40:11 PDT 2009,NO_QUERY,sleep2dream,@miasummers i hate when that happens 
0,1469586825,Tue Apr 07 06:49:43 PDT 2009,NO_QUERY,_Brittany_,@_EmilyYoung oh i'm really sorry to hear that 
0,1469634164,Tue Apr 07 06:58:07 PDT 2009,NO_QUERY,LUVINMYMAC_DEW,@luvinJK4ever  And HEY - grow us some good players down there would ya? Indians got their asses handed to them yesterday... 
0,1469667715,Tue Apr 07 07:03:59 PDT 2009,NO_QUERY,theloremaster,@DustDevil75 Apparently so. 
0,1469675852,Tue Apr 07 07:05:24 PDT 2009,NO_QUERY,MattSomethin,I want my new phone 
0,1469775644,Tue Apr 07 07:23:06 PDT 2009,NO_QUERY,Binit,"I hate it when i think of something to do and just as i'm about to do it, i forget wht i was gonna do.... "
0,1469776247,Tue Apr 07 07:23:09 PDT 2009,NO_QUERY,emilyylouise,"really want to go v fest  the saturdays, lily allen, lady gaga AND katy perry! not fair "
0,1469776419,Tue Apr 07 07:23:15 PDT 2009,NO_QUERY,RLFosse,"Rescuing T's twin, not by birth, but definitely by love! Just an excuse to see the sheep again, but sadly no top down on the convertible! "
0,1469839703,Tue Apr 07 07:34:18 PDT 2009,NO_QUERY,xomaygen,Snow really reallly sucks and today keeps getting worse 
0,1469870096,Tue Apr 07 07:39:44 PDT 2009,NO_QUERY,myersdeedee,touring harlem. nobody wants to get off for pix but me! denied! 
0,1469898485,Tue Apr 07 07:44:51 PDT 2009,NO_QUERY,revolucj2006,OMG! I hate this snow!   3 Days till David Cook!  &lt;Hebrews 13:8&gt;
0,1469898704,Tue Apr 07 07:44:54 PDT 2009,NO_QUERY,michokest,My blog's mysql is down.. 
0,1469920614,Tue Apr 07 07:48:56 PDT 2009,NO_QUERY,myloft,"@hilarymarie My kids asked about &quot;the red dots&quot; on my face, &quot;why like that? how come?&quot; Pimples. &quot;what are pimples?&quot; "
0,1469924460,Tue Apr 07 07:49:37 PDT 2009,NO_QUERY,emo_muffin_kidd,"eating, eating, eating................. "
0,1469943675,Tue Apr 07 07:53:07 PDT 2009,NO_QUERY,maeko,"@kirsty_lee My battery life is about two hours; if I'm doing internets or have 2+ programs open, it'll die even faster! "
0,1469943723,Tue Apr 07 07:53:07 PDT 2009,NO_QUERY,laura_murph,had an interesting night to say the least 
0,1469973617,Tue Apr 07 07:58:32 PDT 2009,NO_QUERY,glassgrrl,@julielondongirl what happened? 
0,1470043142,Tue Apr 07 08:10:37 PDT 2009,NO_QUERY,Andrea247mc,I feel sick  ate too much
0,1470089921,Tue Apr 07 08:19:04 PDT 2009,NO_QUERY,SelyJonas,Diana says I have drunk eyes and drunk fingers ehh. 
0,1470101357,Tue Apr 07 08:21:04 PDT 2009,NO_QUERY,AnotherJulia,"Ate more chicken nuggets on the way, though no chips this time   Traditional Swiss Easter cakes for pudding, yum. Much fun was had by all"
0,1470154357,Tue Apr 07 08:30:36 PDT 2009,NO_QUERY,EmmaTheNerd,its not like spring out there is snow 
0,1470181843,Tue Apr 07 08:35:29 PDT 2009,NO_QUERY,Kooolness1,: Had to come inside because the cable didn't reach to the bit of the garden with sun  Now sitting in the lounge instead...
0,1470213042,Tue Apr 07 08:41:06 PDT 2009,NO_QUERY,missatari,@alexistehpom  really? did you send out all the info already? if you did..maybe you could just email me stuff missataari@gmail.com
0,1548308020,Fri Apr 17 20:35:50 PDT 2009,NO_QUERY,cindyhime,I miss @yuukicherry so bad. hope she'll be home soon. 
0,1548661631,Fri Apr 17 21:35:27 PDT 2009,NO_QUERY,eric10810,just got home from working overtime.... 5:30am..... *yawwwwn* 
0,1548673778,Fri Apr 17 21:37:37 PDT 2009,NO_QUERY,StrAwBeRRy712,@SoCalMario u r crazy!! SD is the best city in the world!! I left 3yrs ago &amp; I am dying to go back 
0,1548722841,Fri Apr 17 21:46:28 PDT 2009,NO_QUERY,small_town,No dollhouse tonight.   I'm cheering myself up with ANTM and pretzels with hummus.
0,1548783448,Fri Apr 17 21:57:42 PDT 2009,NO_QUERY,quejimenez,waiting for India to hit the stage...I can't believe I left my camera  oh well having fun with my mom and bro
0,1550732513,Sat Apr 18 07:05:45 PDT 2009,NO_QUERY,cbonnici,"Hrm, scanner traffic diminishes greatly when your public services are on strike. "
0,1550786921,Sat Apr 18 07:16:04 PDT 2009,NO_QUERY,huckabuck,"how come in movies when people need a drink, they take a swig and are instantly satisfied?  never happens for me. "
0,1550836759,Sat Apr 18 07:24:17 PDT 2009,NO_QUERY,xuyan16,realized that most of her friends are either busy or going away for vacation 
0,1550906921,Sat Apr 18 07:36:02 PDT 2009,NO_QUERY,connaugh,@exampleyoutwit is the brighton gig on the 26th completely sold out!!!??? 
0,1550994619,Sat Apr 18 07:51:15 PDT 2009,NO_QUERY,ZulyanaK,Too tired to even go under the blanket. 
0,1551047823,Sat Apr 18 08:00:19 PDT 2009,NO_QUERY,BrokenPieces,@Aurapooh Just a silly wee illness. It has self resolved. I'm back to work on Monday  anyway; time foe the daily update.
0,1551084364,Sat Apr 18 08:06:19 PDT 2009,NO_QUERY,BOYTmusic,"@MCHammer the Yankees arent looking too impressive  Spent all that money for an allstar team, they shouldnt lose A game!!!"
0,1551103448,Sat Apr 18 08:09:29 PDT 2009,NO_QUERY,Dusel,went to a new room. this is a BIG one. goin to take a new pic. but only those are gettin a bigger room who have to stay here longer 
0,1551113226,Sat Apr 18 08:11:04 PDT 2009,NO_QUERY,Anonymousboy03,@serenajwilliams That's so cool! can;t wait to see it! To bad it's not ognna be sold here in NZ! 
0,1551117430,Sat Apr 18 08:11:45 PDT 2009,NO_QUERY,venice4change,So sad the hotel's cappaccino machine is set for decaf  #campcourage
0,1551172111,Sat Apr 18 08:20:12 PDT 2009,NO_QUERY,lleannmichelle,8am walks at the beach.  im so tired. BUT oh well. helloo breakfast after.
0,1551181895,Sat Apr 18 08:21:49 PDT 2009,NO_QUERY,tameraclark,Home! and not really feeling like doing anything.  
0,1551272508,Sat Apr 18 08:36:42 PDT 2009,NO_QUERY,PhCrazySarah,At ''school'' gonna be a long ass day 
0,1551324550,Sat Apr 18 08:45:18 PDT 2009,NO_QUERY,schatzie0302,Some time soon I have to get up and start making my hair for tomorrow...but I don't want to. 
0,1551334536,Sat Apr 18 08:46:54 PDT 2009,NO_QUERY,rhiananpitcher,Is awake and getting ready to start my day 
0,1551362769,Sat Apr 18 08:51:32 PDT 2009,NO_QUERY,The_GreenWizard,@FieryFoods Ooops - Make that Australian - not Welsh...  
0,1551365541,Sat Apr 18 08:52:00 PDT 2009,NO_QUERY,squishysauce, do you have any halls brand medicated throat lozanges?
0,1551453816,Sat Apr 18 09:05:57 PDT 2009,NO_QUERY,meggiemoofish,my cat bit me.....  evil thing..........though i was annoying him....oops....
0,1551676455,Sat Apr 18 09:41:07 PDT 2009,NO_QUERY,jaesdesign,"@fortunate13 - I hope you guys have fun tonight, we're bummed that we can't be there "
0,1551676896,Sat Apr 18 09:41:11 PDT 2009,NO_QUERY,edolet,started Day II of Vegas with horrible dreams of his friends being beaten up quite severely. 
0,1551711727,Sat Apr 18 09:46:39 PDT 2009,NO_QUERY,big_perm8,My sister and the kids left this morning. 
0,1551712662,Sat Apr 18 09:46:46 PDT 2009,NO_QUERY,edzitron,I need to find a liquor store in NYC that sells Hancock's Reserve 
0,1551797624,Sat Apr 18 10:00:03 PDT 2009,NO_QUERY,tweetpet,@tweetchild  Clean Me!
0,1551833694,Sat Apr 18 10:05:30 PDT 2009,NO_QUERY,Ldnshmoo,@alexhanrahan i dont know how to do a twit pic 
0,1551869870,Sat Apr 18 10:11:04 PDT 2009,NO_QUERY,Paige7315,"im lonely  keep me company! 22 female, Charlotte - North Carolina"
0,1551902266,Sat Apr 18 10:16:11 PDT 2009,NO_QUERY,nuanced,"@maprangmalts eh....don't ask, it'll just depress you  study hard for exams!"
0,1551936140,Sat Apr 18 10:21:29 PDT 2009,NO_QUERY,the_matty_boosh,I've got slippy socks on and skidded off the bottom step of the stairs and twatted my knee on the wall. Waaaah 
0,1551997296,Sat Apr 18 10:31:06 PDT 2009,NO_QUERY,susanglez,getting ready to take Chama back to the vet.  Don't know what's wrong 
0,1553107558,Sat Apr 18 13:23:34 PDT 2009,NO_QUERY,DemiLSupporter,@marypascoe hey bubs. how are you doing? I am so bored  help me!!
0,1553111589,Sat Apr 18 13:24:13 PDT 2009,NO_QUERY,verarocks,@TiffanyStarnes halfway home then to BBQ in midcity.  have one me!
0,1553111709,Sat Apr 18 13:24:13 PDT 2009,NO_QUERY,kisnacapri,sad to know arsenal lost to chelsea in fa cup 
0,1553179527,Sat Apr 18 13:34:50 PDT 2009,NO_QUERY,gbshaun,Rode 10 miles of dirt trail in Cleveland Nat'l forest. Locked gate 1/3 mile from end  Horsethief Canyon
0,1553267018,Sat Apr 18 13:48:45 PDT 2009,NO_QUERY,ashleybalding,@kevinmasch oh no sorry to hear that 
0,1553267540,Sat Apr 18 13:48:49 PDT 2009,NO_QUERY,leabella,@ricklondon  but  @jayjern  isn't there right now    just tell him be nice and follow back
0,1553304205,Sat Apr 18 13:54:38 PDT 2009,NO_QUERY,AnnetteStatus,@nileylovestory hey whatd u video say? Im sick in bed &amp; cant watch it  explain?
0,1553304761,Sat Apr 18 13:54:44 PDT 2009,NO_QUERY,BrianaRussell,is bored cleaned all day 
0,1553399169,Sat Apr 18 14:09:46 PDT 2009,NO_QUERY,20tauri,@forager23 We just saw a raccoon in Central Park...everyone says it must be rabid 
0,1553609265,Sat Apr 18 14:43:48 PDT 2009,NO_QUERY,HeathieH7,@SylviaLU 52 degrees and chilly!! 
0,1553667488,Sat Apr 18 14:53:17 PDT 2009,NO_QUERY,gopaldass,Hates it when the itv player malfunctions 
0,1553737974,Sat Apr 18 15:04:38 PDT 2009,NO_QUERY,f1vick,tired... so tired... tired of work... tired of life   in need of money or a long holiday on a beach 
0,1553740533,Sat Apr 18 15:05:01 PDT 2009,NO_QUERY,tzwinn, still loading. #asot400
0,1553831190,Sat Apr 18 15:19:45 PDT 2009,NO_QUERY,cutegirl18,pfff when do i have some free time always busy  i need some time off ....
0,1554013201,Sat Apr 18 15:49:52 PDT 2009,NO_QUERY,distrakzion,"@drunkenmonkey87 Lucky you ;) Im off tomoro, i was working like all day today crap much "
0,1554064891,Sat Apr 18 15:58:23 PDT 2009,NO_QUERY,MillaThyme,@NiceguysFree oopsy! All gone! 
0,1554097696,Sat Apr 18 16:03:41 PDT 2009,NO_QUERY,NikiaOn1035,"@uniquelymo I got the text, but the pic didn't go thru. "
0,1554104784,Sat Apr 18 16:04:51 PDT 2009,NO_QUERY,Laylalou27,@dynamite_joe it doesn't sit well with me 
0,1554107963,Sat Apr 18 16:05:22 PDT 2009,NO_QUERY,kammer,@sostill - Should have gone for a cinema voucher. We bought him a Lego set and it turns out he already has it. 
0,1554133453,Sat Apr 18 16:09:37 PDT 2009,NO_QUERY,hellorachael,@frazj http://twitpic.com/3eh4y - i wish i was still on holiday 
0,1554165600,Sat Apr 18 16:14:54 PDT 2009,NO_QUERY,x_KaReN_x,@Liamh22 uni is not any better 
0,1554166306,Sat Apr 18 16:15:01 PDT 2009,NO_QUERY,Jess_ica,How come every time I eat something my stomach hurts afterwards. I'm really starting to hate food 
0,1554166326,Sat Apr 18 16:15:01 PDT 2009,NO_QUERY,eXxy,iPhone restore is going to take too long. Am I truly going to have to go without my phone tonight? A terrifying prospect 
0,1554169282,Sat Apr 18 16:15:28 PDT 2009,NO_QUERY,varsxusar,Stupid food 
0,1554522420,Sat Apr 18 17:13:37 PDT 2009,NO_QUERY,JJG09,Just got out of work...ready to do something fun tonight but idkk what yet! 
0,1555689591,Sat Apr 18 20:25:10 PDT 2009,NO_QUERY,findjeremy,"Is it inevitable that when you put off mowing the grass one day, that it's going to piss down with rain the next?? "
0,1555697554,Sat Apr 18 20:26:31 PDT 2009,NO_QUERY,Swthugnkiss32,praying for my grandma 
0,1555702120,Sat Apr 18 20:27:18 PDT 2009,NO_QUERY,kimparsell,@spooky5 I guess it won't be tonight - 15th and still dropping. 
0,1555729459,Sat Apr 18 20:31:45 PDT 2009,NO_QUERY,AnthonyRaso,last day of break tomorrow 
0,1555748516,Sat Apr 18 20:35:01 PDT 2009,NO_QUERY,queenbmakeup,@yourbeautymark oh NO!! hope your nephew is okay!! 
0,1555757059,Sat Apr 18 20:36:26 PDT 2009,NO_QUERY,LovelyLaurahh,"I'm pretty much the &quot;saddest&quot; person in the world right now, just because this is eventually ending  #ASOT400"
0,1555808521,Sat Apr 18 20:45:12 PDT 2009,NO_QUERY,AlexaHenrie,@PriscillaJonas http://twitpic.com/3krq4 - yabut then everyones gonna see it . and talk to him  and then he won't reply to me anymore 
0,1555845347,Sat Apr 18 20:51:40 PDT 2009,NO_QUERY,shanziness,@mileycyrus .......i know wat it's like leavin' 'em but yuh don't wanna leave 
0,1555902868,Sat Apr 18 21:01:53 PDT 2009,NO_QUERY,maryoung,@kitty2dakat she'd never have me.  Irish and Jewish don't mix.
0,1555906292,Sat Apr 18 21:02:26 PDT 2009,NO_QUERY,mariacip,@christine_adolf I'm sorry for your loss. 
0,1556027706,Sat Apr 18 21:24:55 PDT 2009,NO_QUERY,dre1347,"Why does he do this to me?!  god, i was going to rape him!"
0,1556080395,Sat Apr 18 21:34:56 PDT 2009,NO_QUERY,clairebrown,There doesn't seem a lot of point in trying to get some sleep tonight anymore. It's already daylight 
0,1556086663,Sat Apr 18 21:36:07 PDT 2009,NO_QUERY,adityateja,Got nothing to do on sunday 
0,1556088938,Sat Apr 18 21:36:34 PDT 2009,NO_QUERY,fizzycitrus,I miss chicken 
0,1556164867,Sat Apr 18 21:51:37 PDT 2009,NO_QUERY,plsdontgogurl,@luvnewkids Theyre gonna be about 2 hrs away from me but I spent all my $$ on Spring concerts so I can't afford any more this year 
0,1556215759,Sat Apr 18 22:01:50 PDT 2009,NO_QUERY,reeree9,is feeling sick  ;going to beddd
0,1556216595,Sat Apr 18 22:02:01 PDT 2009,NO_QUERY,kelseyjensen,@nicolesimons he is friends with Christian. 
0,1556310468,Sat Apr 18 22:21:27 PDT 2009,NO_QUERY,_gerardo,@liz_perez and I are very sad. Our first ever playoff experience is a straight up whoopin. 
0,1556311190,Sat Apr 18 22:21:36 PDT 2009,NO_QUERY,neerav,@DDsD am trying ur suggestion. Win98 Fdisk running off USB can only see itself  there must be some easy way to wipe the HDD quickly...
0,1556334442,Sat Apr 18 22:26:45 PDT 2009,NO_QUERY,Sportnlife,I think I'm catching a cold  even though it's 70 degrees outside
0,1556351699,Sat Apr 18 22:30:33 PDT 2009,NO_QUERY,TLM26,@MarathonMaritza they are all the size of tic tacs...no Latin luvas 
0,1556359966,Sat Apr 18 22:32:22 PDT 2009,NO_QUERY,friendofbeer,"@theBeerWench wow, hope life isn't all that bad  remember hops are just around the corner to help make you happy!"
0,1556375962,Sat Apr 18 22:35:57 PDT 2009,NO_QUERY,sperpis,Had to come home from the show because Neal had a belly ache 
0,1556376154,Sat Apr 18 22:35:59 PDT 2009,NO_QUERY,jemappellekim,@neilhimself Do you know if it will play in Melbourne? 
0,1556416208,Sat Apr 18 22:45:11 PDT 2009,NO_QUERY,anissasmama,hanging with the hubby and my babygirl just watched the blazer game.. so sad 
0,1556421697,Sat Apr 18 22:46:28 PDT 2009,NO_QUERY,msredmond,People who assume I drive and have my own way home are frequently mistaken. 
0,1556488960,Sat Apr 18 23:02:07 PDT 2009,NO_QUERY,Kathleendiep,"2day I went 2 GiantsGamevsDiamondBacks(:But sadly they lost.Urgh  Oh well, had fun atleast &amp; it was soo hot where we were sitting at lol"
0,1556584540,Sat Apr 18 23:26:19 PDT 2009,NO_QUERY,aleskywalker,&lt;---- this is my face! @nick_carter needs to make that shout out to me!! it was my pooh joke! 
0,1556682453,Sat Apr 18 23:51:39 PDT 2009,NO_QUERY,pzembashis,my ctrl+t doesnt work on firefox so i need that tab button 
